,date_&_time,country,region,category,website,distance,climb,venue,grid_reference,skills,minimum_age,age_info,entry_on_day,pre-entry,pre-entry_fee_(members),pre-entry_fee_(non-members),race_organiser,teams_allowed,male_record,female_record,junior_races,permit_/_insurance,race_url,title,pre-entry_fee,entry_on_day_fee_(members),entry_on_day_fee_(non-members),start_time_info,entry_on_day_fee,date,postcode,latitude,longitude,datetime,month
84,Wed 4 May 2022 at 19:30,England,Peak District,BS,https://macclesfield-harriers.co.uk/rainow5/,8 km / 5 miles,229 m / 751 ft,"Rainow Institute, B5470 between Macclesfield and Whaley Bridge., SK10 5XE",,PM,16,,Yes,Yes,£6.00,£7.00,Rachael Lawrance,No,S. Bailey - 00:31:08 - 2009,O. Walwyn - 00:33:49 - 2011,No,Yes,https://races.fellrunner.org.uk/races/e6975ec2-e90a-4cf9-8ac7-2191d0ed19e3,Wed 4 May 2022 — Rainow 5,,,,,£10.00,,SK10 5XE,53.281437,-2.074499,2022-05-04 19:30:00,May
85,Thu 5 May 2022 at 19:00,England,Peak District,BS,https://races.fellrunner.org.uk/races/4074935f-66fb-4336-83df-a5f09cc81185,7.5 km / 4.7 miles,240 m / 787 ft,"Belper Parks Rec. Ground, DE56 1LP",,"PM, LK",16,,Yes,No,,,Andy Paisley,No,,,No,Yes,https://races.fellrunner.org.uk/races/4074935f-66fb-4336-83df-a5f09cc81185,Thu 5 May 2022 — Parks Life,,£5.00,£6.00,,,,DE56 1LP,53.02009,-1.472387,2022-05-05 19:00:00,May
86,Sat 7 May 2022 at 10:00,Wales,South Wales,BL,http://preselibeast.com,38 km / 23.6 miles,1450 m / 4757 ft,"Maenclochog Green, SA66 7LA., SA66 7LA",SN083274,"ER, PM, LK",18,,No,Yes,,,Carwyn Phillips,No,D Doherty - 03:05:35 - 2017,K Beecher - 03:28:31 - 2015,No,No,https://races.fellrunner.org.uk/races/4e12f0e3-e5ee-4fcd-906b-0ba5886aeab2,Sat 7 May 2022 — Preseli Beast,£13.00,,,,,,SA66 7LA,51.912139,-4.787024,2022-05-07 10:00:00,May
87,Sat 7 May 2022 at 10:00,Wales,South Wales,BL,http://preselibeast.com,38 km / 23.6 miles,1450 m / 4757 ft,"Maenclochog Green, SA66 7LA., SA66 7LA",SN083274,"ER, PM, LK",18,,No,Yes,,,Carwyn Phillips,No,D Doherty - 03:05:35 - 2017,K Beecher - 03:28:31 - 2015,No,No,https://races.fellrunner.org.uk/races/4e12f0e3-e5ee-4fcd-906b-0ba5886aeab2,Sat 7 May 2022 — Preseli Beast,£13.00,,,,,,SA66 7LA,51.912139,-4.787024,2022-05-07 10:00:00,May
88,Sat 7 May 2022 at 10:00,Wales,South Wales,BL,http://preselibeast.com,38 km / 23.6 miles,1450 m / 4757 ft,"Maenclochog Green, SA66 7LA., SA66 7LA",SN083274,"ER, PM, LK",18,,No,Yes,,,Carwyn Phillips,No,D Doherty - 03:05:35 - 2017,K Beecher - 03:28:31 - 2015,No,No,https://races.fellrunner.org.uk/races/4e12f0e3-e5ee-4fcd-906b-0ba5886aeab2,Sat 7 May 2022 — Preseli Beast,£13.00,,,,,,SA66 7LA,51.912139,-4.787024,2022-05-07 10:00:00,May
89,Sat 7 May 2022 at 10:00,Wales,South Wales,BL,http://preselibeast.com,52 km / 32.3 miles,1850 m / 6070 ft,"Maenclochog village Green,, SA66 7LA",SN083274,"ER, PM, LK, NS",18,18,Yes,Yes,,,Carwyn Phillips,No,G Slavov - 04:56:25 - 2016,H Hopkinson - 05:55:15 - 2019,No,No,https://races.fellrunner.org.uk/races/cb59b0ea-77c2-4f46-b1bb-92a2589c26b4,Sat 7 May 2022 — Preseli Ultrabeast,£16.00,,,10.00hrs,£16.00,,SA66 7LA,51.912139,-4.787024,2022-05-07 10:00:00,May
90,Sat 7 May 2022 at 10:00,Wales,South Wales,BL,http://preselibeast.com,52 km / 32.3 miles,1850 m / 6070 ft,"Maenclochog village Green,, SA66 7LA",SN083274,"ER, PM, LK, NS",18,18,Yes,Yes,,,Carwyn Phillips,No,G Slavov - 04:56:25 - 2016,H Hopkinson - 05:55:15 - 2019,No,No,https://races.fellrunner.org.uk/races/cb59b0ea-77c2-4f46-b1bb-92a2589c26b4,Sat 7 May 2022 — Preseli Ultrabeast,£16.00,,,10.00hrs,£16.00,,SA66 7LA,51.912139,-4.787024,2022-05-07 10:00:00,May
91,Sat 7 May 2022 at 10:00,Wales,South Wales,BL,http://preselibeast.com,52 km / 32.3 miles,1850 m / 6070 ft,"Maenclochog village Green,, SA66 7LA",SN083274,"ER, PM, LK, NS",18,18,Yes,Yes,,,Carwyn Phillips,No,G Slavov - 04:56:25 - 2016,H Hopkinson - 05:55:15 - 2019,No,No,https://races.fellrunner.org.uk/races/cb59b0ea-77c2-4f46-b1bb-92a2589c26b4,Sat 7 May 2022 — Preseli Ultrabeast,£16.00,,,10.00hrs,£16.00,,SA66 7LA,51.912139,-4.787024,2022-05-07 10:00:00,May
92,Sat 7 May 2022 at 12:30,Wales,South Wales,BM,http://preselibeast.com,17.7 km / 11 miles,550 m / 1804 ft,"Maenclochog Green, SA66 7LA., SA66 7LA",SN083274,"PM, LK",18,18,No,Yes,,,Carwyn Phillips,No,Peter Bray - 01:13:59 - 2019,C Cleathero - 01:31:51 - 2019,No,No,https://races.fellrunner.org.uk/races/6a67962d-54c2-4faa-849e-a22d2e0f0117,Sat 7 May 2022 — Beast Bach,£10.00,,,12.30hrs,,,SA66 7LA,51.912139,-4.787024,2022-05-07 12:30:00,May
93,Sat 7 May 2022 at 12:30,Wales,South Wales,BM,http://preselibeast.com,17.7 km / 11 miles,550 m / 1804 ft,"Maenclochog Green, SA66 7LA., SA66 7LA",SN083274,"PM, LK",18,18,No,Yes,,,Carwyn Phillips,No,Peter Bray - 01:13:59 - 2019,C Cleathero - 01:31:51 - 2019,No,No,https://races.fellrunner.org.uk/races/6a67962d-54c2-4faa-849e-a22d2e0f0117,Sat 7 May 2022 — Beast Bach,£10.00,,,12.30hrs,,,SA66 7LA,51.912139,-4.787024,2022-05-07 12:30:00,May
94,Sat 7 May 2022 at 12:30,Wales,South Wales,BM,http://preselibeast.com,17.7 km / 11 miles,550 m / 1804 ft,"Maenclochog Green, SA66 7LA., SA66 7LA",SN083274,"PM, LK",18,18,No,Yes,,,Carwyn Phillips,No,Peter Bray - 01:13:59 - 2019,C Cleathero - 01:31:51 - 2019,No,No,https://races.fellrunner.org.uk/races/6a67962d-54c2-4faa-849e-a22d2e0f0117,Sat 7 May 2022 — Beast Bach,£10.00,,,12.30hrs,,,SA66 7LA,51.912139,-4.787024,2022-05-07 12:30:00,May
95,Sat 7 May 2022 at 11:00,England,Lake District,AS,http://www.amblesideac.org.uk/races/ambleside-ac-junior-races/,0 km / 0 miles,0 m / 0 ft,"Rothay Park, Ambleside, LA22 9DH",,,6,FRA rules,No,Yes,,,Niki Rylance,No,1000,1000,Yes,Yes,https://races.fellrunner.org.uk/races/6d24fa10-e918-4fc7-b816-00fbdfa4601b,Sat 7 May 2022 — Todd Crag Juniors,£5.00,,,tbc,,,LA22 9DH,54.431346,-2.965378,2022-05-07 11:00:00,May
96,Sat 7 May 2022 at 11:00,England,South/West Pennines,AL,https://www.claytonlemoors.org.uk/races/pendle-cloughs-fell-race/,22.5 km / 14 miles,1250 m / 4101 ft,"Downham, nr Clitheroe, Lancs, BB7 4BJ",,"ER, PM, LK, NS",18,,Yes,No,,,Mark Nutter,No,T Brunt - 02:04:20 - 2012,J Brown - 02:31:00 - 2013,No,Yes,https://races.fellrunner.org.uk/races/84c17733-c0e3-4fce-bdc8-340a093e95d1,Sat 7 May 2022 — Moorhouse's Pendle Cloughs,,£10.00,£14.00,,,,BB7 4BJ,53.894827,-2.329348,2022-05-07 11:00:00,May
97,Tue 10 May 2022 at 19:15,England,South/West Pennines,AS,https://www.claytonlemoors.org.uk/races/mearley-clough-fell-race/,5.6 km / 3.5 miles,380 m / 1247 ft,"Calf's Head, Worston, nr Clitheroe., BB7 1QA",767428,"ER, PM",14,,Yes,No,,,Andrew Firth,No,S Tosh - 00:30:12 - 2015,V Wilkinson - 00:34:33 - 2014,No,Yes,https://races.fellrunner.org.uk/races/d6e66248-fbcf-4f32-b762-b52eafb953a7,Tue 10 May 2022 — Moorhouses Mearley Clough,,£6.00,£8.00,,,,BB7 1QA,53.880041,-2.354818,2022-05-10 19:15:00,May
98,Tue 10 May 2022 at 19:15,England,York. Dales,BS,http://www.jackbloor.co.uk,8.4 km / 5.2 miles,350 m / 1148 ft,"Darwin Gardens, Wells Road, ILKLEY, LS29 9JS",SE117470,"LK, NS",16,Age on day of race (including for U23s),Yes,No,,,Robert King,Yes,Greg Hull - 00:38:04 - 2007,Jemima Elgood - 00:45:19 - 2019,Yes,Yes,https://races.fellrunner.org.uk/races/7e2aa848-a1d0-4a5c-8797-9e5958f570fb,Tue 10 May 2022 — Jack Bloor Race,,,,,£7.00,,LS29 9JS,53.918907,-1.824884,2022-05-10 19:15:00,May
99,Tue 10 May 2022 at 19:30,England,Peak District,BS,http://www.dpfr.org.uk/pages/view/burbage,7 km / 4.3 miles,189 m / 620 ft,"Registration at Fox House Inn, Hathersage Road, Sheffield, S11 7TY.",SK267803,,16,,No,Yes,£6.00,£8.00,Paul Fauset,No,,,No,Yes,https://races.fellrunner.org.uk/races/0a4d6bd6-61b8-4ff4-b6a8-8dbb9f3ee018,Tue 10 May 2022 — Burbage Skyline,,,,The race start is 10 mins from registration,,,S11 7TY,53.318576,-1.601505,2022-05-10 19:30:00,May
100,Sat 14 May 2022 at 12:00,England,South/West Pennines,AS,http://craggrunner.com,8.5 km / 5.3 miles,400 m / 1312 ft,"Shaw Hall Bank Rd, Greenfield,, OL3 7LD",,"PM, LK",16,,Yes,Yes,£7.00,£8.00,Darren Graham,Yes,Joseph Dugdale - 00:35:52 - 2021,Hannah Horsburgh - 00:39:12 - 2021,Yes,Yes,https://races.fellrunner.org.uk/races/f9bfdc48-a64f-4f6b-a564-31ca38d764fb,Sat 14 May 2022 — Rangers Alderman's Ascent,,£7.00,£8.00,,,,OL3 7LD,53.536842,-2.018098,2022-05-14 12:00:00,May
101,Sun 15 May 2022 at 11:00,England,Peak District,AS,http://www.t42.org.uk/hayfield,2 km / 1.2 miles,200 m / 656 ft,"Lantern Pike Inn, Little Hayfield, SK22 2NG.",034884,PM,14,,Yes,No,,,Ronald Rees,No,S Bailey - 00:10:37 - 2016,C Rice - 00:13:06 - 2016,Yes,Yes,https://races.fellrunner.org.uk/races/6554c23d-c4cb-4fbb-8dd7-6838c6e7c37d,Sun 15 May 2022 — Lantern Pike Dash,,,,,£3.00,,SK22 2NG,53.38873,-1.948899,2022-05-15 11:00:00,May
102,Sun 15 May 2022 at 11:00,England,York. Dales,AS,http://www.wharfedaleharriers.co.uk/news/front-page-news/great-whernside-here-we-go-again-incorporating-yorkshire-junior-fell-championship-2021/,6.5 km / 4 miles,475 m / 1558 ft,"Start field, Scabbate Gate, Kettlewell,, BD23 5RH",975726,"PM, LK",16,,Yes,Yes,,,Chris Jones,No,,,Yes,Yes,https://races.fellrunner.org.uk/races/80678be9-3299-4f88-8adc-ec90104f971f,"Sun 15 May 2022 — Gt Whernside, the Spring Edition!",£5.00,,,,£5.00,,BD23 5RH,54.146349,-2.044606,2022-05-15 11:00:00,May
103,Sun 15 May 2022 at 11:00,England,York. Dales,AS,http://www.wharfedaleharriers.co.uk/news/front-page-news/great-whernside-here-we-go-again-incorporating-yorkshire-junior-fell-championship-2021/,6.5 km / 4 miles,475 m / 1558 ft,"Start field, Scabbate Gate, Kettlewell,, BD23 5RH",975726,"PM, LK",16,,Yes,Yes,,,Chris Jones,No,,,Yes,Yes,https://races.fellrunner.org.uk/races/80678be9-3299-4f88-8adc-ec90104f971f,"Sun 15 May 2022 — Gt Whernside, the Spring Edition!",£5.00,,,,£5.00,,BD23 5RH,54.146349,-2.044606,2022-05-15 11:00:00,May
104,Sat 17 Sep 2022 at 12:00,England,York. Dales,AS,http://www.wharfedaleharriers.co.uk,6.5 km / 4 miles,475 m / 1558 ft,"Start field, Scabbate Gate, Kettlewell, near BD23 5RH.",975726,"PM, LK",16,,Yes,Yes,,,Sam Watson,Yes,S Bailey - 00:28:38 - 2007,V Wilkinson - 00:34:29 - 2014,No,Yes,https://races.fellrunner.org.uk/races/9969363b-6a0d-4632-9dbc-19851762e678,Sat 17 Sep 2022 — Great Whernside,£8.00,,,,£8.00,,BD23 5RH,54.146349,-2.044606,2022-09-17 12:00:00,September
105,Sat 17 Sep 2022 at 12:00,England,York. Dales,AS,http://www.wharfedaleharriers.co.uk,6.5 km / 4 miles,475 m / 1558 ft,"Start field, Scabbate Gate, Kettlewell, near BD23 5RH.",975726,"PM, LK",16,,Yes,Yes,,,Sam Watson,Yes,S Bailey - 00:28:38 - 2007,V Wilkinson - 00:34:29 - 2014,No,Yes,https://races.fellrunner.org.uk/races/9969363b-6a0d-4632-9dbc-19851762e678,Sat 17 Sep 2022 — Great Whernside,£8.00,,,,£8.00,,BD23 5RH,54.146349,-2.044606,2022-09-17 12:00:00,September
106,Tue 17 May 2022 at 19:15,Wales,North Wales,AS,http://www.eryriharriers.org.uk,6.6 km / 4.1 miles,398 m / 1306 ft,"Ski Centre, via Happy Valley Road, Llandudno, LL30 2QL.",,"ER, PM, LK, NS",16,,Yes,No,,,Craig Jones,No,M Roberts - 00:30:04 - 2016,M Grant - 00:34:30 - 2016,Yes,No,https://races.fellrunner.org.uk/races/e0a16acd-76e2-4f99-883a-dfbf67faea15,Tue 17 May 2022 — Great Orme,,,,,£2.00,,LL30 2QL,53.330342,-3.837093,2022-05-17 19:15:00,May
107,Wed 18 May 2022 at 19:15,England,Lake District,AS,https://fellrace.org.uk/races/caw,9.3 km / 5.8 miles,550 m / 1804 ft,"Near Blacksmiths Arms, Broughton Mills, Cumbria, LA20 6AX., LA20 6 AX",223906,"ER, LK, NS",16,U18s must have parental consent form.,Yes,No,,,Tim Ripper,Yes,L Taggart - 00:45:57 - 2007,J Hargreaves - 00:56:27 - 2004,No,Yes,https://races.fellrunner.org.uk/races/2b9d43b8-fb64-4f16-88f2-cab310ecb35c,Wed 18 May 2022 — Caw,,£4.00,£6.00,,,,LA20 6AX,54.303488,-3.198973,2022-05-18 19:15:00,May
108,Wed 18 May 2022 at 19:30,England,South/West Pennines,AS,https://races.fellrunner.org.uk/races/40d9bf85-943d-4fcb-959d-5bfcb3c22245,5.6 km / 3.5 miles,366 m / 1201 ft,"Knowl Farm, Lydgate Hamlet, Blackstone Edge, Old Rd, Littleborough, OL15 0LL",,"ER, PM",16,,No,Yes,£5.00,,Kev Shand,Yes,C Donnelly - 00:26:33 - 1989,A Mudge - 00:32:38 - 2008,No,Yes,https://races.fellrunner.org.uk/races/40d9bf85-943d-4fcb-959d-5bfcb3c22245,Wed 18 May 2022 — Blackstone Edge,,,,,,,OL15 0LL,53.64557,-2.073313,2022-05-18 19:30:00,May
109,Sat 21 May 2022 at 8:00,England,Lake District,AL,http://www.achille-ratti-climbing-club.co.uk,59 km / 36.7 miles,3050 m / 10007 ft,"New Dungeon Ghyll Hotel, Great Langdale., LA22 9JX",296064,"ER, LK, NS",18,,No,Yes,,,Chris Lloyd,Yes,R Jebb & R Lightfoot - 06:21:00 - 2018,J Brown & N Spinks - 08:17:15 - 2017,No,Yes,https://races.fellrunner.org.uk/races/7d000444-005f-4f9d-8008-1528f3352e36,Sat 21 May 2022 — Old County Tops,£45.00,,,,,,LA22 9JX,54.448913,-3.088508,2022-05-21 08:00:00,May
110,Sat 21 May 2022 at 13:00,Wales,North Wales,AM,http://www.cader-race.co.uk,17.6 km / 10.9 miles,915 m / 3002 ft,"Free Library, Eldon Square, Dolgellau, LL40 1PS.",,,,,No,No,,,Edward Dylan Evans,No,C Donnelly - 01:21:18 - 1996,M Wilkinson - 01:33:58 - 2005,Yes,No,https://races.fellrunner.org.uk/races/d9ab3ad6-45a7-4f3f-8759-22d5660f0ad7,Sat 21 May 2022 — Y Gader ( Cader Idris),,,,,,,LL40 1PS,52.742582,-3.885397,2022-05-21 13:00:00,May
111,Sun 22 May 2022 at 11:00,England,North York Moors,Junior races age appropriate distances,http://www.eskvalleyfellclub.org,,,"Guisborough Rugby Club
Belmangate
Guisborough
Cleveland, TS14 7BB",NZ614153,PM,6,,Yes,Yes,,,Clive Thornton,No,,,Yes,Yes,https://races.fellrunner.org.uk/races/54f0e6ad-0b96-47a4-8a9b-16cd9c0449ed,Sun 22 May 2022 — Guisborough Woods Junior Classic,,,,U9 - 11.00hrs  U11 - 11.20hrs  U13/U15 - 11.45hrs  U17/U19 - 12.15hrs,,,TS14 7BB,54.531082,-1.047984,2022-05-22 11:00:00,May
112,Sun 22 May 2022 at 11:00,England,North York Moors,Junior races age appropriate distances,http://www.eskvalleyfellclub.org,,,"Guisborough Rugby Club
Belmangate
Guisborough
Cleveland, TS14 7BB",NZ614153,PM,6,,Yes,Yes,,,Clive Thornton,No,,,Yes,Yes,https://races.fellrunner.org.uk/races/54f0e6ad-0b96-47a4-8a9b-16cd9c0449ed,Sun 22 May 2022 — Guisborough Woods Junior Classic,,,,U9 - 11.00hrs  U11 - 11.20hrs  U13/U15 - 11.45hrs  U17/U19 - 12.15hrs,,,TS14 7BB,54.531082,-1.047984,2022-05-22 11:00:00,May
113,Tue 27 Dec 2022 at 11:00,England,North York Moors,BS,http://www.eskvalleyfellclub.org,8.8 km / 5.5 miles,376 m / 1234 ft,"Guisborough Rugby Club
Belmangate
Guisborough
Cleveland, TS14 7BB",NZ614153,PM,17,U13/U15/U17 one lap of senior course U19 run senior course both start with seniors,Yes,Yes,£6.00,£7.00,Clive Thornton,Yes,S Sutcliffe - 00:34:15 - 1985,Caroline Lambert - 00:41:41 - 2019,Yes,Yes,https://races.fellrunner.org.uk/races/ede7995f-b191-443f-b04a-707508a68c8a,Tue 27 Dec 2022 — Guisborough Woods,,£7.00,£8.00,,,,TS14 7BB,54.531082,-1.047984,2022-12-27 11:00:00,December
114,Tue 27 Dec 2022 at 11:00,England,North York Moors,BS,http://www.eskvalleyfellclub.org,8.8 km / 5.5 miles,376 m / 1234 ft,"Guisborough Rugby Club
Belmangate
Guisborough
Cleveland, TS14 7BB",NZ614153,PM,17,U13/U15/U17 one lap of senior course U19 run senior course both start with seniors,Yes,Yes,£6.00,£7.00,Clive Thornton,Yes,S Sutcliffe - 00:34:15 - 1985,Caroline Lambert - 00:41:41 - 2019,Yes,Yes,https://races.fellrunner.org.uk/races/ede7995f-b191-443f-b04a-707508a68c8a,Tue 27 Dec 2022 — Guisborough Woods,,£7.00,£8.00,,,,TS14 7BB,54.531082,-1.047984,2022-12-27 11:00:00,December
115,Sun 22 May 2022 at 11:00,England,York. Dales,BS,http://www.wharfedaleharriers.co.uk,8.3 km / 5.2 miles,366 m / 1201 ft,"Outside Craven Arms, Appletreewick, N Yorks, BD23 6DA., BD23 6DA",050602,"PM, LK",18,,Yes,Yes,,,Nicholas Charlesworth,Yes,I Holmes - 00:36:31 - 2016,C Green - 00:43:37 - 2016,No,Yes,https://races.fellrunner.org.uk/races/a399123f-aefa-47c5-a4bb-33e7ae103d56,Sun 22 May 2022 — Charlesworth Chase ( Simon's Seat),£7.00,,,,£7.00,,BD23 6DA,54.037106,-1.920872,2022-05-22 11:00:00,May
116,Sun 22 May 2022 at 14:45,England,Peak District,AS,https://races.fellrunner.org.uk/races/1bca4303-4acc-4ff9-8794-00617b573573,3 km / 1.9 miles,270 m / 886 ft,"Crag Hall, Wildboarclough, SK11 0BD",SJ988689,PM,11,,Yes,No,,,Noel Curtis,No,S Bailey - 00:15:11 - 2004,J Lee - 00:18:57 - 2008,Yes,Yes,https://races.fellrunner.org.uk/races/1bca4303-4acc-4ff9-8794-00617b573573,Sun 22 May 2022 — Shutlingsloe,,,,,£4.00,,SK11 0BD,53.217494,-2.025598,2022-05-22 14:45:00,May
117,Tue 24 May 2022 at 19:30,England,Peak District,BM,http://www.totleyac.org.uk,10.5 km / 6.5 miles,440 m / 1444 ft,"Cricket Inn, Totley, S17 3AZ., S17 3AZ",302799,"ER, PM, LK",18,,Yes,Yes,,,Tom Ricketts,Yes,D Haworth - 00:41:24 - 2021,P Williams - 00:46:58 - 2019,No,Yes,https://races.fellrunner.org.uk/races/40a0b98a-38f8-4f69-9fe8-58369db04ad9,Tue 24 May 2022 — Totley Moor,£5.50,,,,£6.00,,S17 3AZ,53.316696,-1.548189,2022-05-24 19:30:00,May
118,Thu 26 May 2022 at 18:30,England,South/West Pennines,BM,http://www.todharriers.co.uk/hebden-bridge-fell-race,10.4 km / 6.5 miles,350 m / 1148 ft,"Machpelah House, Station Rd, Hebden Bridge, HX7 8AU.",993270,PM,16,,Yes,Yes,,,Nick Barber,Yes,C Holdsworth - 00:40:30 - 2018,A Roberts - 00:51:24 - 2018,No,Yes,https://races.fellrunner.org.uk/races/c8b6e003-a572-4faf-982d-0e2223d88f9e,Thu 26 May 2022 — That's So Hebden Bridge,£5.00,,,,£6.00,,HX7 8AU,53.739956,-2.009258,2022-05-26 18:30:00,May
119,Sat 28 May 2022 at 14:15,England,Lake District,BM,http://www.huttonroof.org.uk,11 km / 6.8 miles,402 m / 1319 ft,"Hutton Roof Village Hall, nr Kirkby Lonsdale, LA6 2PG.",SD570786,PM,18,,No,Yes,,,Stuart Williams,Yes,M Croasdale - 00:43:38 - 1991,S Rowell - 00:50:56 - 1994,Yes,Yes,https://races.fellrunner.org.uk/races/09e05f8f-b22f-4f37-ac4b-6738611cf5f2,Sat 28 May 2022 — Hutton Roof Crags Fell Race,£7.50,,,Registration by 1400,,,LA6 2PG,54.197748,-2.659791,2022-05-28 14:15:00,May
120,Sun 29 May 2022 at 11:00,England,South/West Pennines,BM,https://www.thorntonincraven.co.uk/upcoming-events/2022-fell-race/,15 km / 9.3 miles,536 m / 1759 ft,"THE CLUB HOUSE,
Booth Bridge Lane,
Thornton in Craven,
Skipton,
Yorkshire, BD23 3TE",SD 91111 48225,NS,18,,Yes,No,,,Anthony brown,No,,,No,Yes,https://races.fellrunner.org.uk/races/1100f4ab-e88a-44c5-942b-cabf4ada001e,Sun 29 May 2022 — Thornton in Craven fell race - long,,£4.00,£5.00,Starts at cricket club,,,BD23 3TE,53.932069,-2.141717,2022-05-29 11:00:00,May
121,Sun 29 May 2022 at 11:00,England,South/West Pennines,BM,https://www.thorntonincraven.co.uk/upcoming-events/2022-fell-race/,15 km / 9.3 miles,536 m / 1759 ft,"THE CLUB HOUSE,
Booth Bridge Lane,
Thornton in Craven,
Skipton,
Yorkshire, BD23 3TE",SD 91111 48225,NS,18,,Yes,No,,,Anthony brown,No,,,No,Yes,https://races.fellrunner.org.uk/races/1100f4ab-e88a-44c5-942b-cabf4ada001e,Sun 29 May 2022 — Thornton in Craven fell race - long,,£4.00,£5.00,Starts at cricket club,,,BD23 3TE,53.932069,-2.141717,2022-05-29 11:00:00,May
122,Sun 29 May 2022 at 11:00,England,South/West Pennines,BS,https://www.thorntonincraven.co.uk/upcoming-events/2022-fell-race/,5 km / 3.1 miles,164 m / 538 ft,"THE CLUB HOUSE,
Booth Bridge Lane,
Thornton in Craven,
Skipton,
Yorkshire, BD23 3TE",SD 91111 48225,NS,18,,Yes,No,,,Anthony brown,No,,,No,Yes,https://races.fellrunner.org.uk/races/f2c0cb4b-ae83-4f8c-8aab-d20a03604edd,Sun 29 May 2022 — Thornton in Craven fell race - short,,£3.00,£4.00,Starts at cricket club,,,BD23 3TE,53.932069,-2.141717,2022-05-29 11:00:00,May
123,Sun 29 May 2022 at 11:00,England,South/West Pennines,BS,https://www.thorntonincraven.co.uk/upcoming-events/2022-fell-race/,5 km / 3.1 miles,164 m / 538 ft,"THE CLUB HOUSE,
Booth Bridge Lane,
Thornton in Craven,
Skipton,
Yorkshire, BD23 3TE",SD 91111 48225,NS,18,,Yes,No,,,Anthony brown,No,,,No,Yes,https://races.fellrunner.org.uk/races/f2c0cb4b-ae83-4f8c-8aab-d20a03604edd,Sun 29 May 2022 — Thornton in Craven fell race - short,,£3.00,£4.00,Starts at cricket club,,,BD23 3TE,53.932069,-2.141717,2022-05-29 11:00:00,May
124,Sun 29 May 2022 at 12:00,England,Lake District,AS,http://bofra.org.uk,2 km / 1.2 miles,350 m / 1148 ft,"John Ruskin School, Coniston, LA21 8EW",,PM,,,Yes,Yes,,,Estelle j Willis,No,,,Yes,Yes,https://races.fellrunner.org.uk/races/fce4a662-e173-4f9d-88ba-64b0b2313ed5,Sun 29 May 2022 — Coniston Gullies ( B O F R A ),£5.00,,,,£5.00,,LA21 8EW,54.367261,-3.074584,2022-05-29 12:00:00,May
125,Wed 1 Jun 2022 at 19:00,England,Lake District,AM,http://www.edenrunners.co.uk,13 km / 8.1 miles,825 m / 2707 ft,"Fellgate, Mungrisedale,, CA11 0XR.",NY363302,"ER, LK, NS",18,,Yes,No,,,Dave Sargent,No,Usual course R Lightfoot - 00:58:39 - 2009,Usual Course L Jeska - 01:10:51 - 2010,No,Yes,https://races.fellrunner.org.uk/races/d0e52643-1455-4fa3-af42-448a52ca7486,Wed 1 Jun 2022 — Blencathra,,,,,£3.00,,CA11 0XR,54.663542,-2.988828,2022-06-01 19:00:00,June
126,Wed 1 Jun 2022 at 19:30,England,York. Dales,CS,http://www.skyrac.co.uk,4.5 km / 2.8 miles,210 m / 689 ft,"Station Road, Otley, LS21 3HZ.",SE202455,PM,16,,Yes,Yes,,,Andy McCue,No,I Holmes - 00:17:04 - 2001,E Clayton - 00:19:55 - 2018,No,Yes,https://races.fellrunner.org.uk/races/22a24975-ef8c-4fe5-8651-1186d4e35cc5,Wed 1 Jun 2022 — Otley Chevin,£7.00,,,,£9.00,,LS21 3HZ,53.903005,-1.694734,2022-06-01 19:30:00,June
127,Thu 2 Jun 2022 at 13:00,England,York. Dales,BM,http://www.austwick.org,13 km / 8.1 miles,365 m / 1198 ft,"Austwick Village Green (Yorks. Dales), LA2 8BA., LA2 8BB",767685,"PM, LK",18,,Yes,Yes,,,Andy Evans,No,T Stratton - 00:48:41 - 2019,H Page - 00:56:03 - 2015,Yes,Yes,https://races.fellrunner.org.uk/races/94b1bd95-7d5c-4e0b-8113-6a3a208d0613,Thu 2 Jun 2022 — Austwick Amble,£7.00,,,,£10.00,,LA2 8BA,54.111859,-2.356707,2022-06-02 13:00:00,June
128,Sat 4 Jun 2022 at 11:00,England,Lake District,AL,http://www.duddonvalleyfellrace.org.uk,29 km / 18 miles,1830 m / 6004 ft,"Newfield Inn, Seathwaite, Duddon Valley, Cumbria., LA20 6ED",227960,"ER, LK, NS",18,,No,Yes,£9.00,£10.00,James Goffe,Yes,I. Holmes - 02:42:35 - 2007,J. McIver - 03:11:26 - 2008,No,Yes,https://races.fellrunner.org.uk/races/8b9e1259-d547-4681-ac7f-c5b4cfb9813f,Sat 4 Jun 2022 — Duddon Valley,,,,15 minute walk to start field,,,LA20 6ED,54.353528,-3.193181,2022-06-04 11:00:00,June
129,Sat 4 Jun 2022 at 11:00,England,Lake District,AL,http://www.duddonvalleyfellrace.org.uk,29 km / 18 miles,1830 m / 6004 ft,"Newfield Inn, Seathwaite, Duddon Valley, Cumbria., LA20 6ED",227960,"ER, LK, NS",18,,No,Yes,£9.00,£10.00,James Goffe,Yes,I. Holmes - 02:42:35 - 2007,J. McIver - 03:11:26 - 2008,No,Yes,https://races.fellrunner.org.uk/races/8b9e1259-d547-4681-ac7f-c5b4cfb9813f,Sat 4 Jun 2022 — Duddon Valley,,,,15 minute walk to start field,,,LA20 6ED,54.353528,-3.193181,2022-06-04 11:00:00,June
